Respondent_ID,Q01_Age_Group,Q02_Gender,Q03_Region,Q04_City_Tier,Q05_Monthly_Income,Q06_Household_Size,Q07_Occupation,Q08_Purchase_Motivation_Top2,Q09_Traditional_Crafts_Owned,Q10_Gifting_Occasions,Q11_Gift_Budget_Per_Occasion,Q12_Puja_Frequency,Q13_Last_Purchase_Recency,Q14_Purchase_Frequency_12M,Q15_Historical_Spend_12M,Q16_Product_Category_Interest,Q17_Pooja_Set_Budget,Q17b_Kansa_Dinner_Set_Budget,Q_Preferred_Shopping_Channel,Q18_Top2_Reasons_Buying_Brass,Q19_Current_Buying_Source,Q20_Trust_Moradabad_1to5,Q21_Barrier_Removal_Top2,Q22_Preferred_Offer_Type,Q23_NPS_Score_1to5,Q24_Future_Annual_Spend_TARGET,Q25_Purchase_Likelihood_TARGET,Q_Open_Text_Brass_Meaning
PTMB0034,60 years and above,Prefer not to say,North-East India,Metro city,Below Rs 20000,7+ people (large joint family),Business owner/Entrepreneur,Cultural pride|Social validation,Handmade pottery/terracotta|Silver pooja items/silverware,Corporate gifting|Diwali,Rs 1500-3500,Every single day,3-6 months ago,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 500-1500,Under Rs 1000,Instagram/Facebook social commerce,Cultural and religious significance|Sustainability,Yes - local shops/wholesale/roadside,4,30-day easy return/replacement/refund guarantee|Low-cost trial kit/sample set,No offer needed - buy when I like the product,5.0,Under Rs 1000,Maybe - need to see quality and pricing first,Brass is elegant - it elevates the aesthetic of any home instantly.
PTMB0035,60 years and above,Female,North India,Tier-3 town,Rs 75001-150000,5-6 people (medium family),Freelancer/Self-employed,Cultural pride|Value for money,Handcrafted jewellery|Tribal or folk art,Baby showers/naming ceremonies|Corporate gifting|Housewarming (Griha Pravesh)|Navratri/Durga Puja/Pongal/regional festivals,Rs 3500-7000,Most days (5-6 days a week),1-3 months ago,3-5 times,Rs 3001-8000,"Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 15000-30000,Amazon or Flipkart,Aesthetic beauty|Cultural and religious significance,Yes - Amazon/Flipkart (unbranded/generic),3,Verified customer reviews with photos|Videos of handcrafting by Moradabad artisans,Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),4.0,Rs 1000-3000,Definitely not - category not relevant,To me brass is just a metal - I prefer stainless steel honestly.
PTMB0036,45-59 years,Male,North-East India,Metro city,Below Rs 20000,3-4 people (small nuclear),Business owner/Entrepreneur,Health & wellness|Value for money,Antique/vintage collectibles|Handcrafted jewellery|Handmade pottery/terracotta,Birthdays and anniversaries|Diwali|Housewarming (Griha Pravesh)|Weddings,Rs 1500-3500,Only on weekends,Within last 1 month,3-5 times,Rs 1001-3000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Under Rs 500,Rs 3000-7000,Brand website (direct online),Aesthetic beauty|Health and Ayurvedic benefits,Yes - Amazon/Flipkart (unbranded/generic),3,Low-cost trial kit/sample set|Purity/authenticity certificate (NABL lab),Buy more save more (any 3 items 20% off),4.0,Under Rs 1000,Definitely not - category not relevant,
PTMB0037,25-34 years,Male,North-East India,Tier-3 town,Rs 20000-40000,7+ people (large joint family),Salaried - Private sector,Cultural pride|Sustainability,Antique/vintage collectibles|Handcrafted jewellery|Silver pooja items/silverware,Diwali|Weddings,Rs 500-1500,Every single day,Within last 1 month,3-5 times,Rs 1001-3000,"Curated Corporate Gift Sets (hampers, premium branded packaging)",Rs 1500-4000,Under Rs 1000,Brand website (direct online),Gifting value|Sustainability,Yes - directly from artisans/craft fairs,4,Low-cost trial kit/sample set|Videos of handcrafting by Moradabad artisans,Buy more save more (any 3 items 20% off),2.0,Above Rs 50000,Probably yes - explore and very likely purchase,Brass reminds me of my grandmother's kitchen and feels like home.
PTMB0038,18-24 years,Male,East India,Semi-rural area,Rs 150001-300000,3-4 people (small nuclear),Student,Cultural pride|Status & luxury,Handcrafted jewellery|Stone craft items|Tribal or folk art|Woodcraft/hand-carved wooden items,Corporate gifting,Rs 3500-7000,A few times a week,More than 1 year ago,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)|Curated Corporate Gift Sets (hampers, premium branded packaging)",Above Rs 15000,Rs 15000-30000,Local retail store,Aesthetic beauty|Cultural and religious significance,"Yes - premium online brand (P-TAL, CopperStudio, Ellementry)",4,30-day easy return/replacement/refund guarantee|Verified customer reviews with photos,Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),3.0,Rs 1000-3000,Definitely not - category not relevant,
PTMB0039,35-44 years,Male,South India,Metro city,Rs 40001-75000,5-6 people (medium family),Business owner/Entrepreneur,Aesthetics|Cultural pride,Brass or copper items|Handcrafted jewellery|Silver pooja items/silverware|Tribal or folk art,Corporate gifting|Diwali|Navratri/Durga Puja/Pongal/regional festivals|Weddings,Above Rs 15000,Only on weekends,More than 1 year ago,1-2 times,Rs 1-1000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 4000-8000,Rs 3000-7000,YouTube/influencer recommendation,Cultural and religious significance|Sustainability,No - want to buy but no trusted brand yet,4,Purity/authenticity certificate (NABL lab)|Videos of handcrafting by Moradabad artisans,Free premium gift wrapping + handwritten note,5.0,Rs 3001-8000,Maybe - need to see quality and pricing first,
PTMB0040,25-34 years,Male,South India,Semi-rural area,Prefer not to disclose,1-2 people (nuclear),Salaried - Private sector,Health & wellness|Sustainability,Handmade pottery/terracotta|Woodcraft/hand-carved wooden items,Baby showers/naming ceremonies|Corporate gifting,Rs 3500-7000,Every single day,1-3 months ago,3-5 times,More than Rs 20000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 15000-30000,Local retail store,Gifting value|Sustainability,No - want to buy but no trusted brand yet,3,Low-cost trial kit/sample set|Purity/authenticity certificate (NABL lab),Loyalty reward points,4.0,Rs 20001-50000,Definitely yes - buy within first month,"Brass is timeless, beautiful, and heals the body according to Ayurveda."
PTMB0041,18-24 years,Female,East India,Tier-3 town,Prefer not to disclose,7+ people (large joint family),Homemaker,Aesthetics|Cultural pride,Woodcraft/hand-carved wooden items,Birthdays and anniversaries|Corporate gifting,Rs 1500-3500,A few times a week,More than 1 year ago,More than 10 times,Rs 1001-3000,None of these interest me,Rs 1500-4000,Rs 3000-7000,Instagram/Facebook social commerce,Aesthetic beauty|Cultural and religious significance,No - want to buy but no trusted brand yet,5,30-day easy return/replacement/refund guarantee|Verified customer reviews with photos,Loyalty reward points,2.0,Rs 3001-8000,Maybe - need to see quality and pricing first,
PTMB0042,35-44 years,Female,North India,Metro city,Rs 20000-40000,3-4 people (small nuclear),Salaried - Government/PSU,Health & wellness|Social validation,Brass or copper items|Handloom/block-printed home textiles|Tribal or folk art|Woodcraft/hand-carved wooden items,Diwali|Housewarming (Griha Pravesh)|Rarely or never give gifts,Rs 3500-7000,Rarely or never,More than 1 year ago,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)",Rs 500-1500,Rs 15000-30000,Brand website (direct online),Support Indian artisans|Sustainability,No - do not buy brass/traditional products,4,"Transparency on sourcing (which artisan, which workshop)|Verified customer reviews with photos",Custom engraving/personalisation,5.0,Rs 1000-3000,Definitely not - category not relevant,It connects me to my roots and to the artisans of India.
PTMB0043,18-24 years,Female,West India,Tier-2 city,Below Rs 20000,3-4 people (small nuclear),Student,Aesthetics|Status & luxury,Handcrafted jewellery|Handloom/block-printed home textiles,Weddings,Rs 500-1500,Rarely or never,Within last 1 month,3-5 times,Rs 3001-8000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Curated Corporate Gift Sets (hampers, premium branded packaging)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 500-1500,Rs 3000-7000,Local retail store,Health and Ayurvedic benefits|Investment and heirloom value,Yes - directly from artisans/craft fairs,2,Low-cost trial kit/sample set|Purity/authenticity certificate (NABL lab),Free premium gift wrapping + handwritten note,3.0,Rs 1000-3000,Maybe - need to see quality and pricing first,Brass represents the golden legacy of Indian craftsmanship.
PTMB0044,45-59 years,Male,South India,Metro city,Rs 75001-150000,5-6 people (medium family),Business owner/Entrepreneur,Sustainability|Value for money,Antique/vintage collectibles|Silver pooja items/silverware|Tribal or folk art,Weddings,Rs 3500-7000,Every single day,Within last 1 month,1-2 times,Rs 1001-3000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Curated Corporate Gift Sets (hampers, premium branded packaging)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 4000-8000,Rs 7000-15000,Brand website (direct online),Aesthetic beauty|Health and Ayurvedic benefits,Yes - directly from artisans/craft fairs,5,"Purity/authenticity certificate (NABL lab)|Transparency on sourcing (which artisan, which workshop)",Early member access (limited-edition drops),4.0,Rs 8001-20000,Probably yes - explore and very likely purchase,To me brass is just a metal - I prefer stainless steel honestly.
PTMB0045,25-34 years,Female,West India,Tier-3 town,Rs 40001-75000,7+ people (large joint family),Homemaker,Status & luxury|Value for money,Stone craft items|Tribal or folk art,Baby showers/naming ceremonies|Birthdays and anniversaries|Diwali|Weddings,Rs 3500-7000,Only on weekends,6-12 months ago,1-2 times,Rs 1001-3000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 15000-30000,YouTube/influencer recommendation,Gifting value|Health and Ayurvedic benefits,Yes - directly from artisans/craft fairs,5,Low-cost trial kit/sample set|Purity/authenticity certificate (NABL lab),Loyalty reward points,,Under Rs 1000,Definitely not - category not relevant,"Brass is timeless, beautiful, and heals the body according to Ayurveda."
PTMB0046,35-44 years,Female,West India,Tier-3 town,Below Rs 20000,5-6 people (medium family),Salaried - Private sector,Craft & artistry|Value for money,Silver pooja items/silverware|Woodcraft/hand-carved wooden items,Birthdays and anniversaries|Rarely or never give gifts,Rs 500-1500,Only on festivals,3-6 months ago,1-2 times,Rs 1001-3000,"Curated Corporate Gift Sets (hampers, premium branded packaging)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Under Rs 500,Rs 3000-7000,Wholesale/direct from artisan,Aesthetic beauty|Sustainability,Yes - Amazon/Flipkart (unbranded/generic),4,30-day easy return/replacement/refund guarantee|Purity/authenticity certificate (NABL lab),Buy more save more (any 3 items 20% off),4.0,Under Rs 1000,Maybe - need to see quality and pricing first,"I associate brass with tradition, warmth, and Indian identity."
PTMB0047,25-34 years,Male,West India,Metro city,Rs 75001-150000,3-4 people (small nuclear),Salaried - Government/PSU,Sustainability|Value for money,Stone craft items|Tribal or folk art|Woodcraft/hand-carved wooden items,Birthdays and anniversaries|Navratri/Durga Puja/Pongal/regional festivals|Weddings,Rs 3500-7000,Only on festivals,More than 1 year ago,1-2 times,Rs 3001-8000,"Curated Corporate Gift Sets (hampers, premium branded packaging)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 7000-15000,Amazon or Flipkart,Cultural and religious significance|Gifting value,Yes - directly from artisans/craft fairs,2,Low-cost trial kit/sample set|Verified customer reviews with photos,Bundle deal (puja set + water vessel at combined price),3.0,Under Rs 1000,Probably not - have trusted alternatives,
PTMB0048,35-44 years,Female,South India,Tier-2 city,Below Rs 20000,1-2 people (nuclear),Other,Craft & artistry|Health & wellness,Brass or copper items|Handcrafted jewellery,Birthdays and anniversaries|Corporate gifting|Diwali|Rarely or never give gifts,Rs 500-1500,Every single day,6-12 months ago,3-5 times,Rs 8001-20000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)",Rs 4000-8000,Rs 7000-15000,Wholesale/direct from artisan,Aesthetic beauty|Status and refined taste,Yes - directly from artisans/craft fairs,2,30-day easy return/replacement/refund guarantee|Verified customer reviews with photos,Buy more save more (any 3 items 20% off),3.0,Rs 8001-20000,Probably yes - explore and very likely purchase,Brass represents the golden legacy of Indian craftsmanship.
PTMB0049,35-44 years,Female,East India,Semi-rural area,Rs 150001-300000,7+ people (large joint family),Student,Health & wellness|Value for money,None,Baby showers/naming ceremonies|Birthdays and anniversaries|Weddings,Above Rs 15000,Every single day,Within last 1 month,6-10 times,More than Rs 20000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)",Rs 8000-15000,Above Rs 30000,YouTube/influencer recommendation,Aesthetic beauty|Status and refined taste,No - want to buy but no trusted brand yet,3,Verified customer reviews with photos|Videos of handcrafting by Moradabad artisans,Loyalty reward points,4.0,Rs 3001-8000,Maybe - need to see quality and pricing first,It is the purest metal for puja and daily rituals in our family.
PTMB0050,25-34 years,Male,North India,Village or rural area,Rs 20000-40000,7+ people (large joint family),Salaried - Private sector,Craft & artistry|Health & wellness,Brass or copper items|Tribal or folk art,Diwali,Rs 500-1500,Every single day,More than 1 year ago,1-2 times,Rs 3001-8000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)",Rs 1500-4000,Rs 1000-3000,Brand website (direct online),Aesthetic beauty|Cultural and religious significance,Yes - local shops/wholesale/roadside,5,Purity/authenticity certificate (NABL lab)|Verified customer reviews with photos,Loyalty reward points,4.0,Rs 3001-8000,Maybe - need to see quality and pricing first,It is the purest metal for puja and daily rituals in our family.
PTMB0051,60 years and above,Female,Central India,Tier-2 city,Rs 20000-40000,7+ people (large joint family),Salaried - Private sector,Craft & artistry|Cultural pride,Silver pooja items/silverware|Stone craft items,Corporate gifting|Rarely or never give gifts|Weddings,Rs 500-1500,Most days (5-6 days a week),1-3 months ago,3-5 times,Rs 1001-3000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)|Curated Corporate Gift Sets (hampers, premium branded packaging)",Rs 500-1500,Under Rs 1000,Local retail store,Health and Ayurvedic benefits|Support Indian artisans,Yes - Amazon/Flipkart (unbranded/generic),2,"Purity/authenticity certificate (NABL lab)|Transparency on sourcing (which artisan, which workshop)",Loyalty reward points,1.0,Rs 1000-3000,Maybe - need to see quality and pricing first,It connects me to my roots and to the artisans of India.
PTMB0052,45-59 years,Female,South India,Village or rural area,Rs 20000-40000,5-6 people (medium family),Salaried - Government/PSU,Cultural pride|Value for money,Handcrafted jewellery|Handloom/block-printed home textiles|Tribal or folk art,Baby showers/naming ceremonies|Birthdays and anniversaries|Navratri/Durga Puja/Pongal/regional festivals|Weddings,Rs 500-1500,Every single day,3-6 months ago,1-2 times,Rs 1-1000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)",Rs 1500-4000,Rs 1000-3000,Word of mouth/referral,Investment and heirloom value|Sustainability,No - want to buy but no trusted brand yet,4,Verified customer reviews with photos|Videos of handcrafting by Moradabad artisans,Buy more save more (any 3 items 20% off),3.0,Rs 3001-8000,Definitely yes - buy within first month,It is the purest metal for puja and daily rituals in our family.
